sourceOccurrenceId	sourceTaxonId	sourceTaxonName	sourceBodyPartId	sourceBodyPartName	sourceLifeStageId	sourceLifeStageName	interactionTypeId	interactionTypeName	targetOccurrenceId	targetTaxonId	targetTaxonName	targetBodyPartId	targetBodyPartName	targetLifeStageId	targetLifeStageName	localityId	localityName	decimalLatitude	decimalLongitude	observationDateTime	referenceDoi	referenceCitation
		Eucampia zodiacus						has parasite			Pirsonia formosa											(Kühn)
		Eucampia zodiacus						has parasite			Pirsonia mucosa											(Kühn)
		Eucampia zodiacus						has parasite			Pirsonia straint 99-2											(Kühn)
		Guinardia delicatula						has parasite			Cryothecomonas aestivalis											(Kühn)
		Guinardia delicatula						has parasite			Cryothecomonas longipes											(Kühn)
		Guinardia delicatula						has parasite			Ectrogella perforans											(Kühn)
		Guinardia delicatula						has parasite			Pirsonia formosa											(Kühn)
		Guinardia delicatula						has parasite			Pirsonia guinardiae											(Kühn)
		Guinardia delicatula						has parasite			Pirsonia mucosa											(Kühn)
		Guinardia delicatula						has parasite			Pirsonia verrucosa											(Kühn)
		Guinardia delicatula						has parasite			Rhizamoeba schnepfii											(Kühn)
		Guinardia flaccida						has parasite			Cryothecomonas aestivalis											(Kühn)
		Guinardia flaccida						has parasite			Pirsonia guinardiae											(Kühn)
		Guinardia flaccida						has parasite			Pirsonia formosa											(Kühn)
		Guinardia flaccida						has parasite			Pirsonia mucosa											(Kühn)
		Guinardia flaccida						has parasite			Rhizamoeba schnepfii											(Kühn)
		Guinardia striata						has parasite			Pirsonia formosa											(Kühn)
		Guinardia striata						has parasite			Cryothecomonas sp.											(Kühn)
		Helicotheca tamesis						has parasite			Chytrid"A" 											(Kühn)
		Helicotheca tamesis						has parasite			Paulsenella vonstoschii											(Kühn)
		Lauderia annulata						has parasite			Ectrogella perforans											(Kühn)
		Lauderia annulata						has parasite			Pirsonia eucampiae											(Kühn)
		Lauderia annulata						has parasite			Paulsenella sp.											(Kühn)
		Leptocylindrus danicus						has parasite			Cryothecomonas longipes											(Kühn)
		Leptocylindrus danicus						has parasite			Pirsonia eucampiae											(Kühn)
		Leptocylindrus danicus						has parasite			Pirsonia formosa											(Kühn)
		Leptocylindrus danicus						has parasite			Pirsonia mucosa											(Kühn)
		Licmophora spp.						has parasite			Ectrogella perforans											(Kühn)
		Lithodesmium undulatum						has parasite			Chytrid"A" 											(Kühn)
		Lithodesmium undulatum						has parasite			Ectrogella perforans											(Kühn)
		Lithodesmium undulatum						has parasite			Paulsenella vonstoschii											(Kühn)
		Navicula  sp.						has parasite			Chytrid"B" 											(Kühn)
		Navicula  sp.						has parasite			Cryothecomonas longipes											(Kühn)
		Navicula  sp.						has parasite			Ectrogella 											(Kühn)
		Neostreptotheca subindica						has parasite			Paulsenella vonstoschii											(Kühn)
		Odontella aurita						has parasite			Gyrodinium undulans											(Kühn)
		Odontella aurita						has parasite			Hemistasia phaeocysticola											(Kühn)
		Odontella sinensis						has parasite			Amoeba biddulphiae											(Kühn)
		Odontella sinensis						has parasite			Chytrid"A" 											(Kühn)
		Odontella sinensis						has parasite			Phagomyxa odontellae											(Kühn)
		Palmeria hardmaniana						has parasite			Lagenisma coscinodiscii											(Kühn)
		Pleurosigma sp.						has parasite			Cryothecomonas longipes											(Kühn)
		Porosira glacialis						has parasite			Ectrogella sp.											(Kühn)
		Pseudo-nitzschia fraudulenta						has parasite			Olpidium marinum											(Kühn)
		Pseudo-nitzschia pungens						has parasite			Olpidium marinum											(Kühn)
		Pseudo-nitzschia sp.						has parasite			Diplopsalis group											(Kühn)
		Pseudo-nitzschia sp.						has parasite			Cryothecomonas sp.											(Kühn)
		Pseudo-nitzschia sp.						has parasite			Olpidium sp.											(Kühn)
		Pseudo-nitzschia sp.						has parasite			Parapedinella reticulata											(Kühn)
		Rhizosolenia imbricata						has parasite			Pirsonia formosa											(Kühn)
		Rhizosolenia imbricata						has parasite			Pirsonia mucosa											(Kühn)
		Rhizosolenia pungens						has parasite			Pirsonia formosa											(Kühn)
		Rhizosolenia setigera						has parasite			Pirsonia formosa											(Kühn)
		Rhizosolenia setigera						has parasite			Pirsonia lenis											(Kühn)
		Rhizosolenia similoides						has parasite			Pirsonia formosa											(Kühn)
		Skeletonema costatum						has parasite			Chytrid"B" 											(Kühn)
		Stephanopyxis turris						has parasite			Ectrogella perforans											(Kühn)
		Stephanopyxis turris						has parasite			Pirsonia formosa											(Kühn)
		Stephanopyxis turris						has parasite			Rhizamoeba schnepfii											(Kühn)
		Striatella unipunctata						has parasite			Ectrogella perforans											(Kühn)
		Synedra sp.						has parasite			Ectrogella perforans											(Kühn)
		Thalassionema hendeyi						has parasite			Pirsonia punctigerae											(Kühn)
		Thalassionema minima						has parasite			Ectrogella sp.											(Kühn)
		Thalassionema pacifica						has parasite			Chytrid sp.											(Kühn)
		Thalassionema punctigera						has parasite			Cryothecomonas longipes											(Kühn)
		Thalassionema punctigera						has parasite			Ectrogella perforans											(Kühn)
		Thalassionema punctigera						has parasite			Pirsonia punctigerae											(Kühn)
		Thalassionema punctigera						has parasite			Pseudaphelidium drebesii											(Kühn)
		Thalassionema rotula						has parasite			Chytrid 											(Kühn)
		Thalassionema rotula						has parasite			Cryothecomonas longipes											(Kühn)
		Thalassionema rotula						has parasite			Ectrogella perforans											(Kühn)
		Thalassionema rotula						has parasite			Pirsonia punctigerae											(Kühn)
		Triceratium alternans						has parasite			Ectrogella sp.											(Kühn)
		Bacillariophyta 						epibiosis			Cladosphora glomerata										UT WOS:000240944900004	(Torrisi et al.2006)
		Chaetoceros compressus						epibiosis			Richelia intracellularis										10.1093/plankt/fbi007	(Gomez et al. 2005)
		Rhizosolenia clevei						epibiosis			Richelia intracellularis										10.1093/plankt/fbi007	(Gomez et al. 2005)(Foster et al. 2011)
		Cocconeis notata						epibiosis			Macrocystis pyrifera										BCI200200293608	(Siqueiros et al.2001)
		Isthmia nervosa						epibiosis			Odonthalia floccosa										10.1046/j.1529-8817.1998.340029.x	(Ruesink, 1998)
		Bacillariophyta 						epibiosis			Myriophyllum spicatum										WOS:A1978EW83200006	(Eminson, 1978)
		Bacillariophyta 						epibiosis			Posidonia oceanica										10.1007/s00227-014-2448-0	(Maibam et al.2014)
		Bacillariophyta 						epibiosis			Posidonia oceanica										10.1007/s00227-014-2448-0	(Maibam et al.2014)
		Bacillariophyta 						epibiosis			Posidonia oceanica										10.1007/s00227-014-2448-0	(Maibam et al.2014)
		Diploneis fenestrata						epibiosis			Trees										WOS:000335443400004	(Taylor et al. 2014)
		Pseudogomphonema sp						endophytic			Neoabbottiella 										CCC:000344067100001	(Klochkova et al. 2014)
		Cocconeis ehrenberg						epibiosis			Posidonia oceanica										10.1016/j.aquabot.2013.07.008	(Majewska et al.2014)
		Cocconeis neothumensis						epibiosis			Posidonia oceanica										10.1016/j.aquabot.2013.07.008	(Majewska et al.2014)
		Cocconeis scutellum						epibiosis			Posidonia oceanica										10.1016/j.aquabot.2013.07.008	(Majewska et al.2014)
		Cocconeis thalassiana						epibiosis			Thalassia testudinum										10.1080/0269249X.2013.797147	(Romero et al. 2014)
		Cocconeis sp						eaten by			Chiton virgulatus										ZOOREC:ZOOR14910050143	(Siqueiros et al.2012)
		Amphora 						eaten by			Chiton virgulatus										ZOOREC:ZOOR14910050143	(Siqueiros et al.2012)
		Nitzschia frustulum						eaten by			Chiton virgulatus										ZOOREC:ZOOR14910050143	(Siqueiros et al.2012)
		Achnanthes pseudogroenlandica						eaten by			Chiton virgulatus										ZOOREC:ZOOR14910050143	(Siqueiros et al.2012)
		Hemiaulus 						host of			Richelia 										10.1038/ncomms2748	(Hilton et al. 2013)(Foster et al. 2011)
		Chaetoceros 						host of			Calothrix 										10.1038/ncomms2748	(Hilton et al. 2013)
		Leptocylindrus mediterraneus						host of			Solenicola setigera										10.1007/s13199-012-0160-8	(Padmakumar et al.2012)
		Pseudohimantidium pacificum						epibiosis			Farranula gibbula										WOS:000267894300003	(Garate et al. 2009)
		Bacillariophyta 						epibiosis			Acartia 										WOS:000267894300003	(Garate et al. 2009)
		Chaetoceros coarctatum						epibiosis			Vorticella oceanica										WOS:000267894300003	(Garate et al. 2009)(Lauder et al. 1996)
		Fragilariopsis Doliolul						epibiosis			Vorticella oceanica										WOS:000267894300003	(Garate et al. 2009)
		Hemiaulus hauckii						host of			Richelia intracellularis										10.1111/j.1462-2920.2006.01068.x	(Foster et al. 2006)
		Amphora 						host of			Rivuaria 										WOS:000224680700011	(Snoejis. 2004)
		Berkeleya 						host of			Rivuaria 										WOS:000224680700011	(Snoejis. 2004)
		Cymbella 						host of			Rivuaria 										WOS:000224680700011	(Snoejis. 2004)
		Entomoneis 						host of			Rivuaria 										WOS:000224680700011	(Snoejis. 2004)
		Epithemia 						host of			Rivuaria 										WOS:000224680700011	(Snoejis. 2004)
		Lunella 						host of			Rivuaria 										WOS:000224680700011	(Snoejis. 2004)
		Mastogloia 						host of			Rivuaria 										WOS:000224680700011	(Snoejis. 2004)
		Nitzschia 						host of			Rivuaria 										WOS:000224680700011	(Snoejis. 2004)
		Rhopalodia 						host of			Rivuaria 										WOS:000224680700011	(Snoejis. 2004)
		Navicula 						epibiosis			Phormidium 										WOS:000182459900006	(Brehm et al. 2003)
		Epithemia turgida						host of			EtSB 										10.1073/pnas.1405222111	(Nakayama et al. 2014)
		Asterionella formosa						has parasite			Chytrids										10.1038/ismej.2013.73	(Gsell et al. 2013)
		Rhizosolenia hebetata						host of			Richelia intracellularis										WOS:000325596800006	(Madhu et al. 2013)
		Pseudo nitzschia 						mutualism			Bacteria										10.1038/ismej.2013.138	(Sison-Mangus et al.2014)
		Bacillariophyta 						host of			Amphistegina radiata										10.4319/lo.2011.56.5.1587	(Schmidt et al. 2011)
		Nitzschia 						host of			Heterostegina depressa										10.4319/lo.2011.56.5.1587	(Schmidt et al. 2011)(Lee et al. 2013)(Hallock. 2008)
		Bacillariophyta 						host of			Calcarina hispada										10.4319/lo.2011.56.5.1587	(Schmidt et al. 2011)
		Skeletonema 						host of			Peridiniopsis kevei										10.2216/07-36.1	(Takano et al. 2008)
		Skeletonema 						host of			Peridiniopsis penardii										10.2216/07-36.1	(Takano et al. 2008)
		Nitzschia 						host of			Dinoflagellates										10.2216/07-36.1	(Takano et al. 2008)
		Thalassionema 						host of			Nummulitidae										WOS:000243459500005	(Holzmann et al. 2006)
		Diadesmis 						host of			Coenogonium linkii										10.1111/j.0022-3646.2004.02-205.x	(Lakatos et al. 2004)
		Eunotia 						host of			Coenogonium linkii										10.1111/j.0022-3646.2004.02-205.x	(Lakatos et al. 2004)
		Hantzschia 						host of			Coenogonium linkii										10.1111/j.0022-3646.2004.02-205.x	(Lakatos et al. 2004)
		Luticola 						host of			Coenogonium linkii										10.1111/j.0022-3646.2004.02-205.x	(Lakatos et al. 2004)
		Melosira 						host of			Coenogonium linkii										10.1111/j.0022-3646.2004.02-205.x	(Lakatos et al. 2004)
		Nitzschia 						host of			Coenogonium linkii										10.1111/j.0022-3646.2004.02-205.x	(Lakatos et al. 2004)
		Orthoseira 						host of			Coenogonium linkii										10.1111/j.0022-3646.2004.02-205.x	(Lakatos et al. 2004)
		Pinnularia 						host of			Coenogonium linkii										10.1111/j.0022-3646.2004.02-205.x	(Lakatos et al. 2004)
		Stauroneis 						host of			Coenogonium linkii										10.1111/j.0022-3646.2004.02-205.x	(Lakatos et al. 2004)
		Pennate 						host of			Peridinium balticum										WOS:000166156700015	(Inagaki et al. 2000)
		Bacillariophyta 						host of			Peridinium foliaceum										WOS:000166156700015	(Inagaki et al. 2000)
		Didymosphenia geminata						epibiosis			Neovison vison										10.1080/0269249X.2014.890957	(Bus et al. 2014)
		Navicula 						epibiosis			Neovison vison										10.1080/0269249X.2014.890957	(Bus et al. 2014)
		Epithemia 						epibiosis			Neovison vison										10.1080/0269249X.2014.890957	(Bus et al. 2014)
		Fragilaria 						epibiosis			Neovison vison										10.1080/0269249X.2014.890957	(Bus et al. 2014)
		Placoneis 						epibiosis			Neovison vison										10.1080/0269249X.2014.890957	(Bus et al. 2014)
		Pseudohimantidium pacificum						epibiosis			Corycaeus amazonicus										WOS:000313473600012	(Fernandes et al. 2012)
		Pseudohimantidium pacificum						epibiosis			Euterpina acutifrons										WOS:000313473600012	(Fernandes et al. 2012)
		Falcula hyalina						epibiosis			Oithona oswaldocruzii										WOS:000313473600012	(Fernandes et al. 2012)
		Falcula hyalina						epibiosis			Pseudodiaptomus richardii										WOS:000313473600012	(Fernandes et al. 2012)
		Falcula hyalina						epibiosis			Acartia spp										WOS:000313473600012	(Fernandes et al. 2012)
		Luticola deniseae						epibiosis			Podocnemis erthrocephala										UT WOS:000288778300001	(Wetzel et al. 2010)
		Licmophora 						epibiosis			Eudendrium racemosum										10.1017/S0025315405012555	(Di Camillo et al. 2005)
		Amphora 						epibiosis			Eudendrium racemosum										10.1017/S0025315405012555	(Di Camillo et al. 2005)
		Cocconeis 						epibiosis			Eudendrium racemosum										10.1017/S0025315405012555	(Di Camillo et al. 2005)
		Cocconeis pseudonotata						epibiosis			Campanularia hincksii										10.1017/S0025315405012555	(Di Camillo et al. 2005)
		Cocconeis pseudonotata						epibiosis			Clytia linearis										10.1017/S0025315405012555	(Di Camillo et al. 2005)
		Cocconeis pseudonotata						epibiosis			Synthecium evansi										10.1017/S0025315405012555	(Di Camillo et al. 2005)
		Cocconeis placentula						epibiosis			Hydrobia ulvae										10.1016/S1385-1101(99)00041-6	(Gillan et al. 2000)
		Achnanthes lemmermanni						epibiosis			Hydrobia ulvae										10.1016/S1385-1101(99)00041-6	(Gillan et al. 2000)
		Cocconeis placentula						epibiosis			Pleurocapsales 										10.1016/S1385-1101(99)00041-6	(Gillan et al. 2000)
		Achnanthes lemmermanni						epibiosis			Stigonematales 										10.1016/S1385-1101(99)00041-6	(Gillan et al. 2000)
		Chaetoceros coarctatum						epibiosis			Vorticella oceanica										10.1007/BF00028504	(Nagasawa et al. 1996)
		Synedra cyclopum						epibiosis			Daphnia 										WOS:A1993LK31400014	(Gaiser et al. 1993)
		Actinoptychus senarius						eaten by			Temora longicornis										10.3354/meps10227	(Friedrichs et al. 2013)
		Actinoptychus senarius						eaten by			Centropages hamatus										10.3354/meps10227	(Friedrichs et al. 2013)
		Actinoptychus senarius						eaten by			Acartia clausi										10.3354/meps10227	(Friedrichs et al. 2013)
		Thalassiosira punctigera						eaten by			Temora longicornis										10.3354/meps10227	(Friedrichs et al. 2013)
		Thalassiosira punctigera						eaten by			Centropages hamatus										10.3354/meps10227	(Friedrichs et al. 2013)
		Thalassiosira punctigera						eaten by			Acartia clausi										10.3354/meps10227	(Friedrichs et al. 2013)
		Coscinodiscus wailesii						eaten by			Temora longicornis										10.3354/meps10227	(Friedrichs et al. 2013)
		Coscinodiscus wailesii						eaten by			Centropages hamatus										10.3354/meps10227	(Friedrichs et al. 2013)
		Coscinodiscus wailesii						eaten by			Acartia clausi										10.3354/meps10227	(Friedrichs et al. 2013)
		Bacillariophyta 						competes with			Paracentrotus lividus										10.1371/journal.pone.0031750	(Marrone et al. 2012)
		Stephanodiscus minutulus						competes with			Nitzschia acicularis										10.1371/journal.pone.0102367	(Shatwell et al. 2014)
		Bacillariophyta 						competes with			Phaeocystis pouchetii										10.1016/j.jmarsys.2014.02.011	(Jiang et al. 2014)
		Cyclotella 						competes with			Microcystis aeruginosa										10.1007/s10811-011-9718-8	(Amano et al. 2012)
		Bacillariophyta 						competes with			Chroococcus dimidiatus										10.2216/11-80.1	(Scholz et al. 2012)
		Bacillariophyta 						competes with			Anabaena torulosa										10.2216/11-80.1	(Scholz et al. 2012)
		Skeletonema costatum						competes with			Prorocentrum donghaiense										10.1093/plankt/fbs098	(Wang et al. 2013)
		Chaetoceros 						eaten by			Noctiluca scintillans										BCI:BCI201400120214	(Suzuki et al. 2013
		Bacteriastrum 						eaten by			Noctiluca scintillans										BCI:BCI201400120214	(Suzuki et al. 2013
		Bacillariophyta 						eaten by			Corophium volutator										10.3354/meps145053	(Smith et al. 1996)
		Bacillariophyta 						eaten by			Nereis  diversicolor										10.3354/meps145053	(Smith et al. 1996)
		Skeletonema marinoi						eaten by			Acartia tonsa										10.4319/lo.2012.57.1.0318	(Bergkvist et al. 2012)
		Skeletonema marinoi						eaten by			Centropages hamatus										10.4319/lo.2012.57.1.0318	(Bergkvist et al. 2012)
		Skeletonema marinoi						eaten by			Temora longicornis										10.4319/lo.2012.57.1.0318	(Bergkvist et al. 2012)
		Chaetoceros neogracile						host of			Pavlova lutheri										WOS:000326993200015	(Yamasaki et al. 2013)
		Skeletonema costatum						competes with			Sesuvium portulacastrum										WOS:000302462600011	(Jiang et al. 2012)
		Skeletonema costatum						mutualism			Thalassiosira weissflogii										10.3354/meps08162	(Paul et al. 2009)
		Conticriba weissflogii						eaten by			Pavona  cactus										10.1111/mec.12486	(Leal et al. 2014)
		Thalassiosira pseudonana						eaten by			Oculina arbuscula										10.1111/mec.12486	(Leal et al. 2014)
		Bacillariophyta 						kleptoplastidy			Elphidium 										10.1093/molbev/mss226	(Pillet et al.2013)
		Licmophora 						epibiosis			Montipora 										 10.1038/srep00552	(Yamashiro et al. 2012)
		Climacosphenia 						epibiosis			Montipora 										 10.1038/srep00552	(Yamashiro et al. 2012)
		Ardissonea 						epibiosis			Montipora 										 10.1038/srep00552	(Yamashiro et al. 2012)
		Amphora 						epibiosis			Siderastrea stellata										10.1007/s00248-012-0095-x	(Lin de Barros et al.  2013)
		Nitzschia 						epibiosis			Siderastrea stellata										10.1007/s00248-012-0095-x	(Lin de Barros et al.  2013)
		Asterionellopsis  glacialis						competes with			Karenia brevis										10.1073/pnas.1402130111	(Poulson et al. 2014)
		Thalassiosira pseudonana						competes with			Karenia brevis										10.1073/pnas.1402130111	(Poulson et al. 2014)
		Bacillariophyta 						eaten by			Diporeia spp.										10.1086/669132	(Maity et al. 2013)
		Skeletonema costatum						competes with			Salicornia europaea										 doi: 10.1007/s11427-012-4328-5	(Jiang et al. 2012)
		Skeletonema costatum						competes with			Prorocentrum minimum										PMID: 21793409  [PubMed - indexed for MEDLINE]	(Hu et al. 2011)
		Skeletonema costatum						competes with			Alexandrirum tamarense										PMID: 21793409  [PubMed - indexed for MEDLINE]	(Hu et al. 2011)
		Bacillariophyta 						has parasite			Phytomyxea										PMID: 22319023  [PubMed]	
		Bacillariophyta 						eaten by			Carijoa riisei										PMID: 22441605  [PubMed - indexed for MEDLINE]	(Gomes et al. 2012)
		Bacillariophyta 						eaten by			Luciella masanensis										PMID: 17552978  [PubMed - indexed for MEDLINE]	(Jeong et al. 2007)
		Bacillariophyta 						epibiosis			Ruppia cirrhosa										10.1016/j.marpolbul.2013.09.017	(Dhib et al. 2013)
		Bacillariophyta 						competes with			Prymnesium  parvum										doi: 10.1111/evo.12030	(Driscoll et al. 2013)
		Skeletonema costatum						competes with			Marinobacter adhaerens										PMID: 23487930  [PubMed - indexed for MEDLINE]	(Huan et al. 2013)
		Phaeodactylum tricornutum						mutualism			Emiliana  huxleyi										doi: 10.1016/j.marenvres.2008.07.002	(Vasconcelos et al. 2008)
		Phaeodactylum tricornutum						mutualism			Porphyra 										doi: 10.1016/j.marenvres.2008.07.002	(Vasconcelos et al. 2008)
		Pseudo-nitzschia multiseries						epibiosis			Sulfitobacter pseudonitzschiae										10.1099/ijs.0.064972-0	(Hong et al. 2014)
		Skeletonema marinoi						allelopathy			Calanus sinicus										10.1016/j.margen.2015.01.007	(Lauritano et al.2015)
		Pseudo-nitzschia seriata						allelopathy			Calanus hyperboreus										 10.1016/j.aquatox.2014.11.026.	(Tammilehto et al. 2015)
		Pseudo-nitzschia seriata						allelopathy			Calanus finmarchicus										 10.1016/j.aquatox.2014.11.026.	(Tammilehto et al. 2015)
		Bacillariophyta 						epibiosis			Coccolithophores 											
		Leptocylindrus 						epibiosis			Solenicola setigera										10.1007/s00227-007-0625-0	(Gomez .2007)
		Skeletonema 						allelopathy			Karlodinium 										http://drs.nio.org/drs/handle/2264/3738	(Naik et al. 2010)
		Thalassiosira 						competes with			Alexandrirum 										10.1111/jpy.12172	(Lyczkowski . 2014)
		Odontella 						competes with			Karenia 											(Kitchen et al. 2010)
		Actinocyclus 						eaten by			Calanoida 											(Pasternak et al. 1995)
		Bacillariophyta 						has parasite			MALV											(Guillou 2010)
		Skeletonema 						competes with			Prorocentrum 										10.1093/plankt/fbs098	(Wang et al. 2012)
		Bacillariophyta 						eaten by			Copepoda											(Ban 1997)
